class,precision,recall,f1,support
Apple_scab,0.989010989010989,0.989010989010989,0.989010989010989,91
Bacterial_spot,0.9906542056074766,0.919454770755886,0.9537275064267352,807
Black_rot,0.9849624060150376,0.9924242424242424,0.9886792452830189,264
Cedar_apple_rust,1.0,1.0,1.0,38
Cercospora_leaf_spot Gray_leaf_spot,0.890625,0.7402597402597403,0.8085106382978723,77
Common_rust_,0.994413407821229,0.994413407821229,0.994413407821229,179
Early_blight,0.9767441860465116,0.8571428571428571,0.9130434782608695,294
Esca_(Black_Measles),0.9903846153846154,1.0,0.9951690821256038,206
Late_blight,0.9826732673267327,0.9589371980676329,0.9706601466992665,414
Leaf_Mold,0.9827586206896551,0.7972027972027972,0.8803088803088803,143
Leaf_blight_(Isariopsis_Leaf_Spot),1.0,1.0,1.0,161
Leaf_scorch,1.0,1.0,1.0,166
Northern_Leaf_Blight,0.8695652173913043,0.9459459459459459,0.9061488673139159,148
Powdery_mildew,1.0,1.0,1.0,156
Septoria_leaf_spot,0.9512195121951219,0.8897338403041825,0.9194499017681729,263
Spider_mites Two-spotted_spider_mite,0.9388646288209607,0.8531746031746031,0.893970893970894,252
Target_Spot,0.6940298507462687,0.8857142857142857,0.7782426778242678,210
Tomato_Yellow_Leaf_Curl_Virus,0.9648484848484848,0.9900497512437811,0.9772866789441375,804
Tomato_mosaic_virus,0.6588235294117647,1.0,0.7943262411347518,56
healthy,0.9458167330677291,0.9924749163879598,0.9685842513259894,1196
